"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/be3cda79-9921-4e41-8f84-7dad0b35800a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","701","ttvluckyluck2005","750","420","7","1","15106","14879","22","false","false","German","ttvluckyluck2005"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6342dd1b-3c2c-41dd-9d01-35c5c6660ef9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","702","ShivFPS","32257485","3810","16753","8466","736183","14877","719584","true","false","English","ShivFPS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a1824b84-4d1c-4440-827a-4ca82461d1a2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","703","ObsessionTwitch","3125415","2175","2257","1436","61973","14876","65918","true","false","Spanish","ObsessionTwitch"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ffceaca5-1e7c-45c1-bfae-eaa8bd95432e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","704","bigYoll","8745","2100","19","4","15041","14847","124","false","true","English","bigYoll"
"https://static-cdn.jtvnw.net/jtv_user_pictures/44bd07b1-aa31-4c76-a259-c59f3d8c8a32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","705","Redfalcon69YT","35055","720","102","48","22181","14842","1813","false","false","Spanish","Redfalcon69YT"
"https://static-cdn.jtvnw.net/jtv_user_pictures/73ba0fe8-2675-4ab5-a415-b88a3b0af545-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","706","Akolon29","37710","735","101","51","20417","14834","578","false","false","English","Akolon29"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7035c186-35e4-4cc9-bb56-a93ad28cde20-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","707","Snifferish","1545885","525","4421","2944","399844","14832","49987","true","false","English","Snifferish"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d6bf3ea2-de40-4cb7-b78d-75c3f704b69a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","708","modztw","540","120","10","4","15323","14800","93","false","false","Spanish","modztw"
"https://static-cdn.jtvnw.net/jtv_user_pictures/44002ed7-a30e-4cd9-94d8-47a4604bea3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","709","athosfn","630","240","7","2","17522","14792","74","false","false","Spanish","athosfn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/864bc98d-69d6-484e-bbe3-f3969b072fe6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","710","apofficiel","1874685","1185","3565","1582","51478","14775","56235","false","false","French","apofficiel"
"https://static-cdn.jtvnw.net/jtv_user_pictures/25e5744b-98c9-4001-a9de-bfa11fb9a3f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","711","Lily_Off_Valley","2498055","330","10072","7569","173896","14768","509209","true","false","English","Lily_Off_Valley"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ce99a46b-036f-4a92-972d-c1f20aa0649d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","712","HYPEMMA","3485370","270","34653","12908","60453","14761","279830","true","false","Polish","HYPEMMA"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b8be0a5e-2183-422b-a096-c23aadb9ba39-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","713","Staziana","172830","1800","169","96","74499","14742","7161","true","false","French","Staziana"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9a6a108a-6496-4eb2-87b6-744c2d5daebb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","714","GorkemBk","8400","555","57","15","24016","14722","614","false","true","Turkish","GorkemBk"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2e693819-c454-4031-b6f2-4db80df80f16-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","715","Darrima","33885","705","121","48","25316","14697","1265","false","true","Portuguese","Darrima"
