"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/8c2183e6-0deb-4377-a0bf-cbbf56ea70f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","101","karljacobs","27182055","210","207238","129438","2513076","28867","457545","true","false","English","karljacobs"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","102","eliasn97","27072000","1095","48769","24723","449981","9198","263337","false","false","German","eliasn97"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","103","Nmplol","27008040","1455","30688","18562","2515185","-553764","499119","true","false","English","Nmplol"
"https://static-cdn.jtvnw.net/jtv_user_pictures/941b4ebc-23c9-4bee-893c-ac636a11ef4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","104","dasMEHDI","26946705","4815","12808","5596","372250","-4716","314973","true","true","English","dasMEHDI"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b84b2c78-9e28-4f13-b2fe-bee20a4824d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","105","Domingo","26761365","1485","82233","18021","1056826","3182","535922","true","false","French","Domingo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/063f533d-8de2-43dc-b3d5-a4cb153013e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","106","grenbaud","26426805","1245","36286","21226","242880","31869","348577","true","true","Italian","grenbaud"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ed72b641-83ea-4ee6-81fd-aa195759c512-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","107","CohhCarnage","26415585","3300","19246","8004","1351141","-4095","613109","true","false","English","CohhCarnage"
"https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","108","forsen","26264790","2160","16782","12159","1539916","1158","447820","true","true","English","forsen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/938d44b2-1576-4265-bd0e-c87a101d8794-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","109","loud_bak","25610865","1740","37126","14718","1245224","16396","205006","true","false","Portuguese","loud_bak"
"https://static-cdn.jtvnw.net/jtv_user_pictures/852b713a-dd69-4a15-9edb-384b8edd3d2d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","110","Ramee","25564770","3555","29056","7191","245455","16345","616655","true","false","English","Ramee"
