"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/3f9a5d89-3b97-4add-9863-061c4e4c1f94-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","901","Gnu_Live","4669005","1125","11634","4150","372644","4344","388441","true","true","German","Gnu_Live"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f404ca0a-c382-4368-934a-7fcaead80381-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","902","akagreenn","4664415","675","21588","6910","165250","7646","144530","true","false","Turkish","akagreenn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/be95ad46-a70e-450e-9c4d-85f4f35334fc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","903","연두는말안드뤄 (rudbeckia7)","4662420","2190","3199","2128","216623","-3319","162092","true","false","Korean","연두는말안드뤄 (rudbeckia7)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/imaqtpie-profile_image-8efb10b7bed60d76-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","904","imaqtpie","4653315","2280","3098","2040","2639372","-7561","104161","true","false","English","imaqtpie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/19349071-97d6-4f7e-b2ca-849a9bb6c382-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","905","mL7support","4652100","2550","2887","1824","413080","-1889","109345","true","false","English","mL7support"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2b327eca-4012-422f-9caa-9ca71662cf86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","906","SanderJoga","4650375","3060","3097","1519","170545","4099","88338","true","true","Portuguese","SanderJoga"
"https://static-cdn.jtvnw.net/jtv_user_pictures/64ea483e-8aab-4c59-8eeb-8ce4526c1133-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","907","cinserie_","4649520","7215","1197","644","52939","10870","65351","false","true","Spanish","cinserie_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/unboxholics-profile_image-7613c78b44855f23-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","908","Unboxholics","4649445","375","23031","12398","324957","748","46282","true","false","English","Unboxholics"
"https://static-cdn.jtvnw.net/jtv_user_pictures/41fc9873-88c6-4ec4-84ee-d206bcbd9e0a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","909","BlitzStream","4644150","1725","5994","2692","117212","1050","239178","true","false","French","BlitzStream"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8c944924-a7eb-4254-b91d-43416ad74a60-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","910","1pvalorant","4640640","1620","8776","2864","28929","2193","227641","true","false","French","1pvalorant"
"https://static-cdn.jtvnw.net/jtv_user_pictures/08ddd721-936f-4af0-a39a-172efd23fb48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","911","ENERGO_DED","4635090","5055","3588","916","2333","1104","43991","false","false","Russian","ENERGO_DED"
"https://static-cdn.jtvnw.net/jtv_user_pictures/712f9160-4208-4023-bd73-77c78b398eed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","912","Eret","4626660","240","37204","19277","903977","14666","76724","true","false","English","Eret"
"https://static-cdn.jtvnw.net/jtv_user_pictures/15318aa3-8e06-4acd-b76d-0f1ceaa20213-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","913","CallMeKevin","4617960","915","7292","5046","438891","1541","76759","true","false","English","CallMeKevin"
"https://static-cdn.jtvnw.net/jtv_user_pictures/79effc1d-b8f9-4cbb-8a03-b64a183e0cb2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","914","Peereira7","4614075","1530","6145","3015","832143","3484","319188","true","true","Spanish","Peereira7"
"https://static-cdn.jtvnw.net/jtv_user_pictures/805b228a-6271-4fdf-afde-4828aac93ce2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","915","DessT3","4605000","1920","3825","2398","198974","109","86615","true","true","Spanish","DessT3"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a1cee3be-d3e2-4377-82f7-3a7e044ce62e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","916","AverageJonas","4585350","2220","4567","2065","324697","7062","198645","true","false","English","AverageJonas"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5c95ec76-37c6-4f0b-8fa1-6432f8adc9fc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","917","GD_booya","4580205","1440","8415","3180","238825","4031","70264","true","false","English","GD_booya"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f64a8708-e51f-44fd-9a10-f5863fb50239-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","918","gafallen","4580040","690","13507","6637","1222357","6200","267296","true","false","Portuguese","gafallen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6f0c5b5a9a4b5d6e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","919","踢虧 (takesipon)","4571850","2325","4765","1966","76817","273","112965","true","false","Chinese","踢虧 (takesipon)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a5f3fa9a-c036-4333-b2e8-7c78168efda0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","920","LadyAhriadna","4565625","3540","9376","1289","137284","17374","328221","true","true","Spanish","LadyAhriadna"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0f06d731-3bf0-4fce-8551-90217f1fde7f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","921","NeZaK_","4562595","2415","3486","1889","385188","-666","144518","true","false","Italian","NeZaK_"
