"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/5c8ae696-61a9-406c-b1a4-86f5541bbfa8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","801","Nick28T","5160570","2745","5764","1879","1029278","-3333","70127","true","true","English","Nick28T"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ajehr-profile_image-882544bdd63b3254-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","802","머독 (ajehr)","5160120","1425","6590","3621","401007","-2906","117160","true","false","Korean","머독 (ajehr)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c3a98412-7e71-4fda-8f15-62cb97b2d311-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","803","polsatgames","5159940","1725","7358","2991","204178","1342","814805","true","false","Polish","polsatgames"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9422718a-57f7-4b1f-8e8f-54906b407847-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","804","StaysafeTV","5158440","2265","3994","2277","171542","1030","137768","true","true","English","StaysafeTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c2238b84-bf90-4b8f-8ff2-bdcc2a326012-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","805","Xop0","5154045","5925","2258","869","107842","-4959","531926","false","false","Russian","Xop0"
"https://static-cdn.jtvnw.net/jtv_user_pictures/05e1a82d-08b1-47fb-91b0-fa18ab388cf2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","806","Grimmmz","5151915","3060","4392","1683","1018600","-4012","125026","true","true","English","Grimmmz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f434d3ae-9223-4541-9610-83b0703eacbe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","807","TheViper","5147775","1170","6752","4399","167372","1382","135633","true","false","English","TheViper"
"https://static-cdn.jtvnw.net/jtv_user_pictures/33dbff79-0079-438e-946f-3b9773f25602-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","808","NateHill","5123025","2235","4094","2292","1545610","15","155552","true","false","English","NateHill"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c9322231198e2432-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","809","RiffTrax","5112780","9240","773","553","88348","10","35120","true","false","English","RiffTrax"
"https://static-cdn.jtvnw.net/jtv_user_pictures/75bcf65f-590c-4d17-8230-af6ebc7dc250-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","810","WOKE","5110245","3480","3691","1468","130619","1677","95485","true","true","English","WOKE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/eabb2fd2-50e0-4de2-84bb-3c9d09c2b1b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","811","UCCleague","5097015","1170","9356","4356","253324","-2343","403035","true","false","Russian","UCCleague"
"https://static-cdn.jtvnw.net/jtv_user_pictures/829ed774-09ea-4f62-8c32-b085b1212c23-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","812","Meikodboy_","5081430","3210","2673","1583","356942","2127","89871","true","false","Portuguese","Meikodboy_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/17be194f-2fba-4c43-95b3-bf9402a94e31-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","813","木棉花官方頻道 (muse_tw)","5073600","9045","979","560","139419","608","165746","true","true","Chinese","木棉花官方頻道 (muse_tw)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6cd67dd3-f1f6-43df-a6e4-a4b0381054b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","814","Zade","5073285","1185","6546","4281","205049","2558","566300","true","false","Turkish","Zade"
"https://static-cdn.jtvnw.net/jtv_user_pictures/eb56411f-5997-46fa-80af-442c54122e9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","815","TEBtv3","5072595","3795","5340","1336","56741","2048","333537","true","false","English","TEBtv3"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2080935f-a62b-487b-b195-db6973684b3d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","816","SackziTV","5072445","1755","6762","2890","355889","479","81313","true","false","French","SackziTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7d5a4932-be42-481c-a47a-4136404f2c54-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","817","qSnake","5070855","3660","2343","1385","221604","-7388","115190","true","false","Russian","qSnake"
"https://static-cdn.jtvnw.net/jtv_user_pictures/99faba84-c49d-4d1e-903c-478459d2308b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","818","selis13","5069295","2880","6466","1760","72468","39966","374959","false","true","Spanish","selis13"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9eadac38-0198-4f09-96ae-bd27bb213b43-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","819","Jukeyz","5067390","2895","3928","1750","132697","925","79589","true","true","English","Jukeyz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d826c8b7-9896-4b6a-9609-d464dc736d55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","820","TrU3Ta1ent","5060535","1980","3735","2555","624749","-2486","83916","true","false","English","TrU3Ta1ent"
"https://static-cdn.jtvnw.net/jtv_user_pictures/nymn-profile_image-d52821b50793580f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","821","NymN","5049690","2055","5070","2457","278136","-3176","73303","true","true","English","NymN"
"https://static-cdn.jtvnw.net/jtv_user_pictures/21af3d33e8fdcfe9-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","822","이춘향 (leechunhyang)","5046285","3120","2682","1617","202535","-2815","180714","true","false","Korean","이춘향 (leechunhyang)"
