"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/b572fe0a-3fab-4a0c-bc7e-c10ff637fdb5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","401","calango","9832335","2325","7766","4228","1095480","4341","262876","true","false","Portuguese","calango"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5e1cb0fd-9e2b-4033-a074-0d2391fba1eb-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","402","KristoferYee","9816300","2895","5615","3390","243235","6875","199748","true","false","English","KristoferYee"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ac07cf97-755d-46d0-9c83-78cc1c2ed543-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","403","Subroza","9794580","1635","8723","5990","335025","7070","354988","true","false","English","Subroza"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d853cd83-d0b3-49cf-b8ea-a45a671ee55a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","404","GernaderJake","9749295","3120","7297","3124","355590","-1313","101203","true","false","English","GernaderJake"
"https://static-cdn.jtvnw.net/jtv_user_pictures/82fc1ad3-380b-471e-b24c-cba4235b0785-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","405","Ssaab","9744555","4080","11494","2388","207626","5883","312382","true","false","English","Ssaab"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f2ffe190-8a7d-4ceb-aa12-1f1afe2f1f76-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","406","mrstiventc","9732285","1185","15039","8212","704305","18105","123296","true","false","Spanish","mrstiventc"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ec0aafb7-7792-4c3b-bd85-fd9709e68aba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","407","loud_lzinn","9724665","1605","18842","6058","145116","57235","178525","true","false","Portuguese","loud_lzinn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/95472ebc-6123-46fa-a99c-6322a16be4d6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","408","HappyThoughts","9720195","6705","9182","1449","43206","2154","134207","true","true","English","HappyThoughts"
"https://static-cdn.jtvnw.net/jtv_user_pictures/73d5941d-f419-4c25-9231-105f503cbc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","409","innocents","9719385","9960","3492","975","698677","-4682","274089","true","true","English","innocents"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8700b5f0-5cc8-4117-a5d7-82b153855858-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","410","CzechCloud","9709245","3195","4857","3038","345159","1523","374620","true","false","Czech","CzechCloud"
