"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/574713ff-62db-478f-a764-0dc063eac95d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","723","NikitonipongoTV","5676810","1785","6457","3180","340409","10104","332335","true","false","Spanish","NikitonipongoTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/059dcbbc-bda1-452e-8560-eacaf6eb6291-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","724","MasterSnakou","5671605","2775","3680","2043","477998","-2724","211944","true","false","French","MasterSnakou"
"https://static-cdn.jtvnw.net/jtv_user_pictures/rtainjapan-profile_image-056f5f8ac3ad9fae-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","725","RTAinJapan","5670495","1635","4304","3468","114072","545","72574","true","false","Japanese","RTAinJapan"
"https://static-cdn.jtvnw.net/jtv_user_pictures/779c24c2-27b3-4b31-95bb-1534558219e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","726","Blaustoise","5668830","3315","7825","1710","171703","4061","187487","true","false","English","Blaustoise"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3ce6ba9a-43cf-4611-8025-315a841cbeca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","727","TheRunningManZ","5666205","2475","3159","2289","194458","845","71974","true","false","English","TheRunningManZ"
"https://static-cdn.jtvnw.net/jtv_user_pictures/293a4ebf-ab23-4fe1-9618-ed03de924c7e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","728","JonVlogs","5650725","1155","9286","4892","899580","7207","164856","true","false","Portuguese","JonVlogs"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f1927e40-6561-4af3-970d-4711df08bb52-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","729","재슥짱 (pikra10)","5650290","2355","3876","2399","118426","645","113317","true","false","Korean","재슥짱 (pikra10)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/90848c85-737e-4aef-8b33-1bbda49a3ca3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","730","kurt0411","5641920","2280","4443","2474","145966","2835","112865","true","false","English","kurt0411"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3551a812-f89e-446d-964c-a9bdf1211c07-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","731","teknoyd","5634090","1830","5174","3078","200214","3018","57742","true","false","Italian","teknoyd"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a273fb0d-31de-4771-8839-5d6f69595eca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","732","Hanssama","5633475","2685","5940","2098","124042","8660","226522","true","false","French","Hanssama"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6c2839c0-869a-415a-b9f5-9bddc52b234e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","733","JeffHoogland","5631975","2100","17575","2681","67266","363","454729","true","false","English","JeffHoogland"
"https://static-cdn.jtvnw.net/jtv_user_pictures/435ecf0c-0cb1-4fb9-9ec0-b17b98359b9d-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","734","TommyKayLIVE","5630520","3135","3513","1796","177305","2331","152544","true","true","English","TommyKayLIVE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a98c8e8b-62c3-4c11-9619-92c7c2de79b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","735","runthefutmarket","5629800","1350","11628","4170","386639","-829","101401","true","false","English","runthefutmarket"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3c3d4a7f-8862-428a-842d-beba56790627-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","736","nahzinhaa","5617785","3255","7195","1725","177832","-2564","209072","true","true","Portuguese","nahzinhaa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/17730574-c584-4683-9c86-ac1977ceff6a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","737","YourFriendKyle","5616015","2265","8411","2479","59152","9510","54630","true","false","English","YourFriendKyle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2dcc40b8-6856-48c6-b124-d35592492161-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","738","Gabi","5603190","1845","6742","3036","516610","-3950","206679","true","false","Portuguese","Gabi"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8c35a823-e70f-4bf8-bdfd-75432a02ab71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","739","Tixinhadois","5594220","1455","7806","3844","314763","-1799","148417","true","false","Portuguese","Tixinhadois"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e6a53bf0-e588-40bf-bbe1-1b7c92d236fa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","740","HellYeahPlay","5593155","3165","2820","1767","154110","-7389","143278","true","false","Russian","HellYeahPlay"
"https://static-cdn.jtvnw.net/jtv_user_pictures/23fd25f3-3d1a-463c-84fa-c21a133ef4db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","741","Delux","5590740","2520","3797","2218","372370","-1393","109989","true","false","Italian","Delux"
"https://static-cdn.jtvnw.net/jtv_user_pictures/009d1477-d095-4cb4-b8e0-b1728ead24f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","742","Surskity","5580750","3660","4092","1524","236269","-1429","122351","true","true","Portuguese","Surskity"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7f9daee1-da6b-414a-adf3-9d46ad090f39-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","743","Cerbero_Podcast","5579205","900","11717","6199","251101","2123","140969","true","false","Italian","Cerbero_Podcast"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5169e81b-efdc-46aa-8d22-946f674f0844-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","744","Replays","5552505","3135","4104","1771","1110468","-6502","85465","true","false","English","Replays"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fd209b41-c17a-4cf8-a9c5-8eb2b7635bf9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","745","joskiyokda","5544855","1755","6742","3159","157975","-24016","153656","false","false","Russian","joskiyokda"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0d8210e5-9d42-441a-bcff-9dbaa80790d7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","746","kennyS","5530665","1140","8984","4851","550398","9868","440878","true","false","English","kennyS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1f803e12-d9fe-41bd-97cc-d2baa5e1b446-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","747","mailand","5523705","1785","5203","3094","114524","-75","90299","true","true","German","mailand"
"https://static-cdn.jtvnw.net/jtv_user_pictures/10c3922e-42fb-4e66-a947-575413e13ca6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","748","OllieGamerz","5519115","2730","7309","2021","105288","-123","1654477","true","false","Spanish","OllieGamerz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/05529c10f7dfbf81-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","749","Trick2g","5499330","3000","4252","1833","1511116","-4314","160967","true","true","English","Trick2g"
